index,sourceArray,name,type,muscleGroup,equipment,tags,description,clientDescription,isPublic
"444","newExercises","Peso muerto rack pull","STRENGTH","Espalda","Barra","espalda|piernas|barra|peso_muerto|rack_pull|trapecio|gluteos|rack","Peso muerto desde rack (rack pull). Variante del peso muerto donde la barra parte de la altura de las rodillas apoyada en el rack de sentadilla. Permite cargar más peso y enfatiza la parte superior del movimiento, trabajando trapecio, dorsales y glúteos.","Colocá la barra en el rack de sentadilla a la altura de las rodillas o un poco más abajo. Parate con los pies al ancho de los hombros y agarrá la barra con un agarre mixto o prono. Mantené la espalda recta y levantá la barra extendiendo caderas y rodillas. Bajá controladamente hasta apoyar la barra en el rack. Mantené el pecho alto y los hombros hacia atrás.","true"
"445","newExercises","Press de hombros con barra","STRENGTH","Hombros","Barra","hombros|barra|press|press_militar|deltoides|empuje","Press de hombros con barra (press militar). Ejercicio clásico de empuje para deltoides, tríceps y core. Se realiza de pie o sentado, empujando la barra desde los hombros hasta la extensión completa de los brazos.","De pie o sentado con la barra a la altura de los trapecios y los pies al ancho de los hombros. Agarrá la barra con un agarre prono un poco más ancho que los hombros. Empujá la barra hacia arriba extendiendo los brazos sin bloquear los codos. Bajá controladamente hasta que la barra quede a la altura de los hombros. No arquees la espalda baja.","true"
"446","newExercises","Cruces altos","STRENGTH","Pecho","Poleas bajas","pecho|polea|cruces|altos|pectoral_superior|aislamiento|definicion","Cruces altos en polea baja (cable crossover low-to-high). Ejercicio de aislamiento para la porción superior del pectoral mayor (clavicular). Se cruzan las poleas desde abajo hacia arriba en un arco controlado.","Parate en el centro de dos poleas bajas con una manija en cada mano. Incliná levemente el torso hacia adelante. Elevá los brazos en un arco hacia adelante y arriba hasta que las manos se crucen frente a tu pecho o un poco más arriba. Mantené la contracción 1 segundo y bajá controladamente abriendo los brazos. Mantené una leve flexión en los codos.","true"
"447","newExercises","Plancha lateral","STRENGTH","Core","Peso corporal","core|peso_corporal|plancha|lateral|oblicuos|estabilidad","Plancha lateral. Ejercicio isométrico de core que trabaja oblicuos, cuadrado lumbar y estabilizadores del torso. Se mantiene el cuerpo en línea recta apoyado sobre un antebrazo y el costado del pie.","Acostate de costado apoyando el antebrazo en el piso con el codo debajo del hombro. Extendé las piernas y apoyá el costado del pie (o rodilla para facilitar). Elevá las caderas hasta que el cuerpo forme una línea recta desde los pies hasta la cabeza. Mantené la posición contrayendo el core y los oblicuos. Respirá de forma controlada. Cambiá de lado.","true"
"448","newExercises","Remo pendlay","STRENGTH","Espalda","Barra","espalda|barra|remo|pendlay|dorsales|potencia|fuerza","Remo Pendlay. Variante explosiva del remo con barra donde la barra parte del piso en cada repetición y el torso permanece paralelo al piso. Enfatiza la potencia y fuerza de los dorsales.","Parate con los pies al ancho de los hombros y la barra sobre el piso. Agachate agarrando la barra con un agarre prono al ancho de los hombros, torso paralelo al piso y espalda recta. Tirá la barra hacia el abdomen de forma explosiva, llevando los codos hacia arriba y atrás. Bajá la barra al piso controladamente entre cada repetición. No levantes el torso.","true"
"449","newExercises","Elevación de piernas con mancuerna entre pies","STRENGTH","Core","Mancuerna","core|mancuerna|banco|elevacion_piernas|abdominales_inferiores|flexores_cadera|banco_plano","Elevación de piernas con mancuerna entre los pies acostado en banco. Ejercicio de core que añade resistencia a la elevación de piernas usando una mancuerna sujeta entre los pies, trabajando abdominales inferiores y flexores de cadera.","Acostate boca arriba en un banco plano con los pies colgando del borde. Colocá una mancuerna pequeña entre tus pies o tobillos (podés usar toallas para protección). Agarrá los laterales del banco y elevá las piernas rectas o levemente flexionadas hasta que los glúteos se despeguen del banco. Bajá controladamente sin dejar caer las piernas.","true"
"450","newExercises","Crunch en banco declinado","STRENGTH","Core","Banco declinado","core|banco_declinado|crunch|abdominales|recto_abdominal|aislamiento","Crunch en banco declinado. Ejercicio de aislamiento para recto abdominal que usa la declinación del banco para aumentar la resistencia gravitacional y el rango de movimiento del crunch tradicional.","Acostate boca arriba en un banco declinado con los pies asegurados bajo los rodillos y las manos detrás de la cabeza o cruzadas sobre el pecho. Contraé el abdomen y elevá los hombros del banco llevando el pecho hacia las rodillas. Mantené la contracción 1 segundo y bajá controladamente. No tires con las manos ni uses impulso.","true"
"451","newExercises","Sentadilla con banda","STRENGTH","Cuádriceps","Banda","cuadriceps|banda|sentadilla|gluteos|core|resistencia","Sentadilla con banda elástica. Variante de sentadilla donde se usa una banda elástica alrededor de los muslos o rodillas para añadir resistencia lateral y maximizar la activación de glúteos y cuádriceps.","Colocá una banda elástica por encima de las rodillas. Parate con los pies al ancho de los hombros y bajá en sentadilla manteniendo la tensión en la banda (no dejes que las rodillas se junten). Bajá hasta que los muslos estén paralelos al piso y subí empujando con los talones. Mantené el torso erguido y el core activo.","true"
"452","newExercises","Elevación lateral con banda","STRENGTH","Hombros","Banda","hombros|banda|elevacion_lateral|deltoides_lateral|aislamiento","Elevación lateral con banda elástica. Ejercicio de aislamiento para deltoides laterales usando resistencia elástica. Ideal para entrenamiento en casa, calentamiento o como ejercicio de bombeo.","Pisá una banda elástica con un pie y agarrá el otro extremo con una mano. Mantené el brazo extendido o levemente flexionado a los costados. Elevá el brazo hacia el lado hasta la altura del hombro, mantené 1 segundo y bajá controladamente. No balancees el cuerpo. Hacé todas las repeticiones con un brazo antes de cambiar.","true"
"453","newExercises","Hiperextensiones unilateral","STRENGTH","Columna Lumbar","Banco de hiperextensiones","espalda_baja|gluteos|banco|hiperextension|unilateral|erectores|core","Hiperextensiones unilaterales en banco. Variante de hiperextensiones donde se trabaja un lado a la vez, mejorando el equilibrio muscular y la conexión mente-músculo con erectores espinales y glúteos.","Acostate boca abajo en un banco de hiperextensiones con las caderas en el borde. Cruzá los brazos sobre el pecho o detrás de la cabeza. Elevá el torso y una pierna simultáneamente hacia arriba, contrayendo la espalda baja y el glúteo del lado de la pierna elevada. Mantené 1 segundo y bajá controladamente. Cambiá de pierna en cada repetición.","true"
"454","newExercises","Plancha con elevación de pierna","STRENGTH","Core","Peso corporal","core|gluteos|peso_corporal|plancha|elevacion_pierna|estabilidad","Plancha con elevación de pierna. Variante de plancha donde se alterna la elevación de una pierna mientras se mantiene la posición isométrica. Trabaja core, glúteos y estabilizadores de forma intensa.","Comenzá en posición de plancha alta con las manos bajo los hombros y el cuerpo en línea recta. Manteniendo la plancha, elevá una pierna recta hacia arriba contrayendo el glúteo, mantené 2 segundos y bajá. Repetí con la otra pierna. No dejes caer las caderas ni arquees la espalda. Mantené el core activo en todo momento.","true"
"455","newExercises","Extensión de tríceps con mancuerna","STRENGTH","Tríceps","Mancuerna","triceps|mancuerna|extension|cabeza_larga|aislamiento|brazos","Extensión de tríceps con mancuerna (overhead tricep extension). Ejercicio de aislamiento para tríceps con énfasis en la cabeza larga, realizado llevando la mancuerna por detrás de la cabeza.","De pie o sentado, sostené una mancuerna con ambas manos sobre la cabeza con los brazos extendidos. Bajá la mancuerna por detrás de la cabeza flexionando los codos hasta un ángulo de 90 grados. Extendé los brazos hacia arriba contrayendo los tríceps, mantené 1 segundo y bajá controladamente. Mantené los codos cerca de la cabeza, no los abras hacia los lados.","true"
"456","newExercises","Extensión de cuádriceps sissy","STRENGTH","Cuádriceps","Peso corporal","cuadriceps|peso_corporal|extension|sissy|vasto|piernas|soporte","Extensión de cuádriceps sissy (sissy squat). Ejercicio avanzado de peso corporal que aísla intensamente los cuádriceps. Se realiza inclinando el torso hacia atrás mientras las rodillas se flexionan hacia adelante, sosteniéndose de un soporte.","Parate con los pies al ancho de los hombros y los talones elevados en un disco o step. Agarrá un soporte con una mano para equilibrio. Incliná el torso hacia atrás mientras flexionás las rodillas hacia adelante, bajando hasta que los muslos estén paralelos al piso. Subí extendiendo las rodillas y contrayendo los cuádriceps. Mantené el core activo.","true"
"457","newExercises","Mountain climber cruzado","CARDIO","Core","Peso corporal","core|piernas|peso_corporal|oblicuos|cardio|plancha","Mountain climber cruzado. Ejercicio de core y piernas donde se llevan las rodillas hacia el pecho cruzando el cuerpo, trabajando oblicuos, recto abdominal, flexores de cadera y elevando la frecuencia cardíaca.","Comenzá en posición de plancha alta con las manos bajo los hombros. Llevá una rodilla hacia el pecho cruzando hacia el codo opuesto. Volvé a la posición inicial y repetí con la otra pierna alternando rápidamente. Mantené el core activo, las caderas bajas y la espalda recta. Mantené un ritmo rápido pero controlado.","true"
"458","newExercises","Step up con mancuerna","CARDIO","Piernas","Mancuernas","piernas|mancuernas|step_up|cuadriceps|gluteos|cardio","Step up con mancuernas. Ejercicio funcional que trabaja cuádriceps, glúteos y estabilizadores. Se realiza subiendo a un step o banco con peso en las manos, combinando fuerza y cardio.","Parate frente a un step o banco con una mancuerna en cada mano a los costados. Colocá un pie completamente sobre el step y empujá hacia arriba extendiendo la pierna, elevando el cuerpo. Bajá controladamente con la misma pierna. Hacé todas las repeticiones con una pierna antes de cambiar. Mantené el torso erguido y el core activo.","true"
"459","newExercises","Soga alternada","CARDIO","Piernas","Cuerdas","brazos|core|piernas|cuerdas|cardio|hiit|potencia","Soga alternada (battle ropes alternating waves). Ejercicio cardiovascular de alta intensidad que trabaja brazos, hombros, core y piernas mediante ondas alternadas con cuerdas gruesas.","Parate con los pies al ancho de los hombros, rodillas levemente flexionadas y torso inclinado hacia adelante. Agarrá los extremos de la cuerda de batalla con ambas manos. Generá ondas alternadas moviendo los brazos de forma rápida y potente, una mano sube mientras la otra baja. Mantené el core activo y un ritmo constante durante el tiempo establecido.","true"
"460","newExercises","Patada de glúteo en el lugar","CARDIO","Piernas","Peso corporal","gluteos|piernas|peso_corporal|patada|cardio|calentamiento","Patada de glúteo en el lugar (butt kicks). Ejercicio cardiovascular de bajo impacto que trabaja glúteos, isquiotibiales y eleva la frecuencia cardíaca. Ideal para calentamiento o intervalos.","De pie con los pies al ancho de los hombros. Corré en el lugar llevando los talones hacia los glúteos de forma alternada. Mantené el torso erguido, los brazos moviéndose de forma natural y un ritmo rápido pero controlado. Mantené la respiración constante y el core activo.","true"
"461","newExercises","Zancadas dinámicas laterales","CARDIO","Piernas","Peso corporal","piernas|peso_corporal|zancada|lateral|gluteos|aductores|cardio","Zancadas dinámicas laterales. Ejercicio cardiovascular y funcional que trabaja glúteos, cuádriceps, aductores y estabilizadores mediante zancadas laterales alternadas en movimiento continuo.","De pie con los pies juntos. Dá un paso lateral con una pierna flexionando la rodilla y manteniendo la otra pierna recta. Empujá con el pie de trabajo para volver al centro y repetí hacia el otro lado. Mantené el torso erguido, el core activo y un ritmo dinámico. Los pies no se cruzan, se mueven lateralmente.","true"
"462","newExercises","Bicicleta de montaña","CARDIO","Piernas","Bicicleta","piernas|core|bicicleta|cardio|resistencia|ciclismo","Bicicleta de montaña en estática. Ejercicio cardiovascular de bajo impacto que trabaja piernas, glúteos y core mediante ciclismo en bicicleta estática con resistencia variable, simulando terreno montañoso.","Sentate en la bicicleta estática ajustando el asiento a la altura correcta (pierna casi extendida en la posición más baja del pedal). Agarrá los manubrios y pedaleá manteniendo una resistencia moderada-alta. Mantené el torso levemente inclinado hacia adelante, el core activo y una cadencia constante. Ajustá la resistencia según la intensidad deseada.","true"
"463","newExercises","Burpees con pull-up","CARDIO","Full body","Barra","full_body|barra|burpee|dominada|cardio|hiit|potencia","Burpees con dominada. Variante avanzada del burpee que combina el movimiento completo con una dominada al saltar. Ejercicio de alta intensidad que trabaja todo el cuerpo y eleva la frecuencia cardíaca al máximo.","De pie frente a una barra de dominadas. Bajá al piso en posición de plancha, hacé una flexión de pecho, saltá hacia adelante con los pies cerca de las manos y desde ahí saltá agarrando la barra. Hacé una dominada y bajá al piso para repetir. Mantené un ritmo rápido pero controlado. Es un ejercicio avanzado, asegurate de dominar el burpee y la dominada por separado primero.","true"
"464","newExercises","Soga doble unders","CARDIO","Piernas","Soga","piernas|brazos|core|soga|double_unders|cardio|coordinacion|hiit","Soga doble unders (double unders). Variante avanzada de saltar la soga donde la soga pasa dos veces bajo los pies en un solo salto. Ejercicio cardiovascular de alta intensidad que mejora coordinación, agilidad y resistencia.","Parate con los pies juntos sosteniendo la soga con las manos a los costados. Saltá lo más alto posible girando la muñeca rápidamente para que la soga pase dos veces bajo tus pies antes de aterrizar. Mantené los codos cerca del cuerpo, los brazos relajados y el core activo. Aterrizá suavemente sobre las puntas de los pies. Requiere práctica, empezá con sencillos y progresá.","true"
"465","newExercises","Carrera intervalada en cinta","CARDIO","Piernas","Cinta","piernas|core|cinta|carrera|intervalos|cardio|hiit|resistencia","Carrera intervalada en cinta. Ejercicio cardiovascular que alterna periodos de alta intensidad (sprint) con periodos de recuperación (caminata o trote lento) en cinta de correr. Ideal para quemar grasa y mejorar la resistencia.","Subite a la cinta de correr y calentá caminando 5 minutos. Aumentá la velocidad a un sprint rápido durante 30 segundos, luego bajá a una caminata lenta durante 60-90 segundos para recuperarte. Repetí los intervalos durante el tiempo establecido. Mantené el torso erguido, los brazos moviéndose de forma natural y la respiración controlada. Ajustá las velocidades según tu nivel.","true"
"466","newExercises","Crawl de oso","CARDIO","Full body","Peso corporal","full_body|peso_corporal|crawl|oso|core|movilidad|cardio","Crawl de oso (bear crawl). Ejercicio funcional de peso corporal que trabaja todo el cuerpo mediante desplazamiento en cuadrupedia. Mejora coordinación, movilidad de caderas, core y resistencia cardiovascular.","Comenzá en posición de cuadrupedia con las manos bajo los hombros y las rodillas flexionadas y elevadas del piso (a unos 5-10 cm). Movete hacia adelante moviendo la mano derecha con la pierna izquierda, luego la mano izquierda con la pierna derecha. Mantené las caderas bajas, la espalda recta y el core activo. Movete de forma lenta y controlada.","true"
"467","newExercises","Burpees con kettlebell","CARDIO","Full body","Kettlebell","full_body|kettlebell|burpee|cardio|hiit|potencia","Burpees con kettlebell. Variante del burpee donde se sostiene una kettlebell durante el movimiento o se añade un swing al final. Aumenta la intensidad y el trabajo de piernas, core y hombros.","De pie con una kettlebell en el suelo frente a vos. Agachate, agarrá la kettlebell y saltá hacia atrás en plancha. Hacé una flexión de pecho, saltá hacia adelante trayendo los pies cerca de la kettlebell y desde ahí levantá la kettlebell en un swing hasta la altura del pecho. Bajá la kettlebell y repetí. Mantené la espalda recta durante el swing.","true"
"468","newExercises","Jumping jack con banda","CARDIO","Piernas","Banda","piernas|banda|jumping_jack|cardio|calentamiento|gluteos","Jumping jack con banda elástica. Variante del jumping jack clásico donde se usa una banda alrededor de los tobillos o rodillas para añadir resistencia lateral y activar más los glúteos durante el ejercicio cardiovascular.","Colocá una banda elástica alrededor de los tobillos o rodillas. De pie con los pies juntos y brazos a los costados. Saltá abriendo las piernas lateralmente contra la resistencia de la banda mientras elevás los brazos hacia arriba. Volvé a la posición inicial saltando. Mantené un ritmo rápido y la tensión en la banda durante todo el movimiento.","true"
"469","newExercises","Caminata en el lugar","CARDIO","Piernas","Peso corporal","piernas|peso_corporal|caminata|cardio|bajo_impacto|calentamiento","Caminata en el lugar (marcha estacionaria). Ejercicio cardiovascular de bajo impacto que simula caminar sin desplazarse. Ideal para calentamiento, recuperación activa o personas con limitaciones de impacto.","De pie con los pies al ancho de los hombros. Levantá una rodilla hacia el pecho mientras movés el brazo contrario hacia adelante (como al caminar). Bajá la pierna y repetí con la otra alternando de forma continua. Mantené el torso erguido, el core activo y un ritmo moderado. Podés aumentar la intensidad elevando más las rodillas o acelerando el ritmo.","true"
"470","newExercises","Jumping jack con press","CARDIO","Piernas","Peso corporal","piernas|peso_corporal|jumping_jack|press|cardio|calentamiento","Jumping jack con press de hombros. Variante del jumping jack donde se añade un press de hombros con las manos al saltar, trabajando piernas, hombros y elevando la frecuencia cardíaca.","De pie con los pies juntos y brazos a los costados. Saltá abriendo las piernas lateralmente mientras elevás los brazos hacia arriba en un press de hombros. Volvé a la posición inicial saltando. Mantené un ritmo rápido, el core activo y la respiración constante. Asegurate de extender completamente los brazos en la parte superior.","true"
"471","newExercises","Step up lateral","CARDIO","Piernas","Banco","piernas|banco|step_up|lateral|cardio|gluteos|aductores","Step up lateral. Ejercicio cardiovascular que trabaja piernas, glúteos y aductores mediante subidas laterales a un banco o step, mejorando estabilidad y coordinación.","Parate de lado junto a un banco o step. Colocá el pie más cercano completamente sobre el banco y empujá hacia arriba extendiendo la pierna. Bajá controladamente y repetí. Hacé todas las repeticiones con una pierna antes de cambiar de lado. Mantené el torso erguido, el core activo y un ritmo dinámico.","true"
"472","newExercises","Step up con salto","CARDIO","Piernas","Banco","piernas|banco|step_up|salto|cardio|plyometric|potencia","Step up con salto. Variante pliométrica del step up donde se añade un salto explosivo al subir al banco, trabajando piernas, glúteos y potencia de salto.","Parate frente a un banco o step. Colocá un pie completamente sobre el banco y empujá explosivamente hacia arriba saltando y elevando la rodilla de la pierna de atrás. Aterrizá suavemente sobre el mismo pie en el banco y bajá controladamente. Alterná las piernas o hacé todas las repeticiones con una antes de cambiar. Mantené el core activo.","true"
"473","newExercises","Sprint con chaleco","CARDIO","Piernas","Pista","piernas|pista|sprint|cardio|hiit|potencia|resistencia","Sprint con chaleco lastrado. Ejercicio cardiovascular de alta intensidad que trabaja piernas, glúteos y core mediante sprints con peso adicional, aumentando la demanda cardiovascular y muscular.","Colocate en la línea de salida de una pista con un chaleco lastrado ajustado. Iniciá el sprint acelerando progresivamente hasta velocidad máxima. Mantené el torso levemente inclinado hacia adelante, los brazos moviéndose de forma potente y la zancada larga. Desacelerá gradualmente al finalizar la distancia. Ajustá el peso del chaleco según tu nivel.","true"
"474","newExercises","Shadow kickboxing","CARDIO","Full body","Peso corporal","full_body|peso_corporal|kickboxing|cardio|hiit|coordinacion","Shadow kickboxing. Ejercicio cardiovascular que simula técnicas de kickboxing sin contacto, trabajando todo el cuerpo, coordinación, agilidad y elevando la frecuencia cardíaca.","De pie en guardia de combate con los puños cerca de la cara. Ejecutá combinaciones de golpes (jab, cross, hook, uppercut) alternando con patadas (frontales, laterales, circulares). Movete constantemente sobre los pies, manteniendo la guardia alta, el core activo y la respiración controlada. Imaginá un oponente frente a vos.","true"
"475","newExercises","Shadow muay thai","CARDIO","Full body","Peso corporal","full_body|peso_corporal|muay_thai|cardio|hiit|coordinacion","Shadow muay thai. Ejercicio cardiovascular que simula técnicas de muay thai sin contacto, trabajando todo el cuerpo, coordinación, agilidad y resistencia cardiovascular con énfasis en piernas y core.","De pie en guardia de muay thai con los puños cerca de la cara y los codos cerca del cuerpo. Ejecutá combinaciones de golpes (jab, cross, hook, codo) alternando con patadas (low kick, middle kick, teep) y rodillazos. Mantené la guardia alta, el core activo, la respiración controlada y movete constantemente sobre los pies.","true"
"476","newExercises","Bicicleta recumbente","CARDIO","Piernas","Bicicleta","piernas|bicicleta|cardio|bajo_impacto|resistencia","Bicicleta recumbente. Ejercicio cardiovascular de muy bajo impacto que trabaja piernas y glúteos en posición reclinada, ideal para personas con problemas de espalda o articulaciones.","Sentate en la bicicleta recumbente ajustando el respaldo y el asiento para que las piernas estén casi extendidas en la posición más baja del pedal. Agarrá los manubrios laterales y pedaleá a una resistencia moderada. Mantené el torso apoyado en el respaldo, el core activo y una cadencia constante. Ajustá la resistencia según la intensidad deseada.","true"
"477","newExercises","Patada de glúteo con banda","CARDIO","Glúteos","Banda","gluteos|banda|patada|cardio|calentamiento|piernas","Patada de glúteo con banda elástica. Ejercicio cardiovascular que trabaja glúteos e isquiotibiales con resistencia adicional de banda, ideal para calentamiento o activación glútea.","Colocá una banda elástica alrededor de los tobillos. De pie con los pies al ancho de los hombros. Llevá un talón hacia el glúteo contra la resistencia de la banda, luego bajá y repetí con la otra pierna alternando rápidamente. Mantené el torso erguido, el core activo y un ritmo rápido pero controlado.","true"
"478","newExercises","Patada de glúteo con salto","CARDIO","Glúteos","Peso corporal","gluteos|peso_corporal|patada|salto|cardio|plyometric","Patada de glúteo con salto. Variante pliométrica de la patada de glúteo donde se añade un pequeño salto entre cada patada, aumentando la intensidad cardiovascular y el trabajo de piernas.","De pie con los pies al ancho de los hombros. Saltá suavemente en el lugar mientras alternás llevando los talones hacia los glúteos. Mantené el torso erguido, los brazos moviéndose de forma natural y un ritmo rápido. Aterrizá suavemente sobre las puntas de los pies y mantené el core activo.","true"
"479","newExercises","Sprint de 200m","CARDIO","Piernas","Pista","piernas|pista|sprint|cardio|hiit|potencia|velocidad","Sprint de 200 metros. Ejercicio cardiovascular de máxima intensidad que trabaja piernas, glúteos y core mediante carrera a velocidad máxima sobre distancia corta, desarrollando potencia y velocidad.","Colocate en la línea de salida de una pista. Asumí la posición de salida y acelerá progresivamente hasta alcanzar velocidad máxima. Mantené el torso levemente inclinado hacia adelante, los brazos moviéndose de forma potente y la zancada larga. Mantené la velocidad máxima durante los 200 metros y desacelerá gradualmente al finalizar.","true"
"480","newExercises","Crawl hacia atrás","CARDIO","Full body","Peso corporal","full_body|peso_corporal|crawl|movilidad","Ejercicio cardiovascular de bajo impacto que imita el gateo hacia atrás. Trabaja coordinación, estabilidad de core y resistencia general del cuerpo.","Gateá hacia atrás manteniendo la espalda neutra y las rodillas apenas elevadas del suelo. Coordiná brazos y piernas de forma contralateral. Mantené un ritmo constante y controlá la respiración.","true"
"481","newExercises","Bicicleta de ruta","CARDIO","Piernas","Bicicleta","piernas|bicicleta|cardio|resistencia","Ejercicio cardiovascular de resistencia sobre bicicleta de ruta. Desarrolla capacidad aeróbica, fuerza en cuádriceps y resistencia cardiovascular.","Pedaleá a ritmo constante manteniendo una cadencia entre 80-100 rpm. Ajustá la resistencia según el terreno. Mantené la espalda neutra, codos ligeramente flexionados y controlá la respiración de forma rítmica.","true"
"482","newExercises","Remo de 500m","CARDIO","Full body","Máquina de remo","full_body|maquina_de_remo|cardio|resistencia","Ejercicio cardiovascular de alta intensidad en máquina de remo. Trabaja de forma integral piernas, espalda, core y brazos en un movimiento continuo.","Sentate en la máquina de remo, agarrá el manillar con ambas manos. Empujá con las piernas extendiéndolas completamente, luego tirá del manillar hacia el abdomen y volvé controlado. Mantené un ritmo constante durante 500 metros.","true"
"483","newExercises","Caminata rápida","CARDIO","Piernas","Peso corporal","piernas|peso_corporal|caminata|bajo_impacto","Ejercicio cardiovascular de bajo impacto que consiste en caminar a ritmo acelerado. Ideal para mejorar resistencia aeróbica sin estrés articular.","Caminá a paso rápido manteniendo la espalda erguida, hombros relajados y brazos balanceándose naturalmente. Apoyá el talón primero y desplazate hacia la punta del pie. Mantené una velocidad que te permita hablar con dificultad moderada.","true"
"484","newExercises","Caminata inclinada en cinta","CARDIO","Piernas","Cinta","piernas|cinta|cardio|gluteos|bajo_impacto","Ejercicio cardiovascular en cinta con inclinación elevada. Enfatiza el trabajo de glúteos, isquiotibiales y pantorrillas con bajo impacto articular.","Subí la inclinación de la cinta entre 8-15%. Caminá a paso rápido sin agarrarte de los barandales. Mantené la espalda erguida, core activado y pisá completo desde el talón hasta la punta.","true"
"485","newExercises","Burpees con push-up","CARDIO","Full body","Peso corporal","full_body|peso_corporal|burpee|push_up|alta_intensidad","Ejercicio cardiovascular de alta intensidad que combina sentadilla, flexión de pecho y salto vertical. Trabaja fuerza, resistencia y potencia de todo el cuerpo.","Desde de pie, agachate y apoyá las manos en el suelo. Saltá con los pies hacia atrás en posición de plancha, hacé una flexión de pecho completa, volvé a juntar los pies y saltá verticalmente con los brazos arriba. Mantené el core firme en todo momento.","true"
"486","newExercises","Mountain climber lento","CARDIO","Core","Peso corporal","core|peso_corporal|cardio|estabilidad","Ejercicio cardiovascular de core realizado en posición de plancha con movimiento controlado de rodillas al pecho. Desarrolla estabilidad, resistencia abdominal y coordinación.","Desde posición de plancha alta, llevá una rodilla hacia el pecho de forma lenta y controlada, volvé a la posición inicial y alterná con la otra pierna. Mantené las caderas estables y la espalda neutra durante todo el movimiento.","true"
"487","newExercises","Jumping jack con toque de talón","CARDIO","Piernas","Peso corporal","piernas|peso_corporal|cardio|coordinacion","Variante del jumping jack clásico donde se toca el talón con la mano contralateral al abrir las piernas. Trabaja coordinación, ritmo cardíaco y movilidad de cadera.","Desde de pie con los pies juntos, saltá abriendo las piernas y al mismo tiempo llevá la mano derecha al talón izquierdo y viceversa. Volvé a la posición inicial y repetí alternando los lados. Mantené un ritmo constante.","true"
"488","newExercises","Burpees con salto al cajón","CARDIO","Piernas","Cajón pliométrico","piernas|cajon|burpee|salto|pliometria|alta_intensidad","Variante avanzada de burpee que incluye salto pliométrico sobre un cajón. Desarrolla potencia de piernas, resistencia cardiovascular y coordinación.","Realizá un burpee completo con flexión de pecho y, al levantarte, saltá con ambos pies sobre el cajón aterrizando con las rodillas ligeramente flexionadas. Bajá controlado y repetí. Asegurate de que el cajón sea estable.","true"
"489","newExercises","Remo de resistencia","CARDIO","Full body","Máquina de remo","full_body|maquina_de_remo|cardio|resistencia","Ejercicio cardiovascular de resistencia sostenida en máquina de remo. Trabaja el 85% de los músculos del cuerpo en un movimiento cíclico de bajo impacto.","Sentate en la máquina, asegurate de que las correas estén bien ajustadas. Empujá con las piernas, inclinate ligeramente hacia atrás y tirá del manillar al abdomen. Volvé extendiendo los brazos, inclinándote hacia adelante y flexionando las rodillas. Mantené un ritmo constante.","true"
"490","newExercises","Bicicleta estática intervalada","CARDIO","Piernas","Bicicleta","piernas|bicicleta|cardio|hiit|intervalos","Ejercicio cardiovascular en bicicleta estática basado en intervalos de alta y baja intensidad. Mejora la capacidad anaeróbica y la resistencia cardiovascular.","Pedaleá 30 segundos a máxima intensidad (alta resistencia, alta cadencia) seguido de 60-90 segundos de recuperación activa a baja resistencia. Repetí los intervalos durante el tiempo programado. Mantené la espalda neutra y el core activado.","true"
"491","newExercises","Soga pesada","CARDIO","Full body","Cuerdas","full_body|soga_batalla|cardio|resistencia|brazos","Ejercicio cardiovascular con soga de batalla pesada. Trabaja resistencia cardiovascular, fuerza de agarre, hombros, core y coordinación bilateral.","Sostené los extremos de la soga de batalla con las rodillas ligeramente flexionadas y el core activado. Generá ondas simultáneas con ambos brazos alternando de forma rítmica. Mantené la espalda neutra y la intensidad constante durante el tiempo establecido.","true"
"492","newExercises","Step up rápido","CARDIO","Piernas","Banco","piernas|banco|step|cardio|gluteos","Ejercicio cardiovascular de step rápido sobre banco. Trabaja glúteos, cuádriceps y pantorrillas con componente de resistencia cardiovascular.","Colocá un pie sobre el banco a la altura de la rodilla, empujá con esa pierna para subir completamente y llevá la otra rodilla hacia arriba. Bajá controlado alternando la pierna de inicio. Mantené el torso erguido y el ritmo constante.","true"
"493","newExercises","Remo HIIT","CARDIO","Full body","Máquina de remo","full_body|maquina_de_remo|cardio|hiit|alta_intensidad","Entrenamiento por intervalos de alta intensidad en máquina de remo. Combina sprint de remo con periodos cortos de recuperación para maximizar el gasto calórico.","Realizá 20-30 segundos de remo a máxima potencia y velocidad, seguido de 30-40 segundos de remo suave de recuperación. Repetí los intervalos. Mantené la técnica correcta incluso en alta intensidad: piernas, torso, brazos en ese orden.","true"
"494","newExercises","Burpees con mancuerna","CARDIO","Full body","Mancuernas","full_body|mancuernas|burpee|alta_intensidad|fuerza","Variante de burpee que incorpora mancuernas para aumentar la resistencia y el trabajo de hombros y core. Ejercicio de alta intensidad que combina fuerza y cardio.","Sostené una mancuerna en cada mano. Desde de pie, agachate y apoyá las mancuernas en el suelo. Saltá hacia atrás en plancha, hacé una flexión, volvé a juntar los pies y levantate con un press de hombros con las mancuernas. Mantené el core firme y la espalda neutra.","true"
"495","newExercises","Sprint en pendiente","CARDIO","Piernas","Pista","piernas|sprint|cardio|pliometria|alta_intensidad","Ejercicio cardiovascular de máxima intensidad realizando sprints en terreno con pendiente. Desarrolla potencia de piernas, velocidad y resistencia anaeróbica.","Ubicate al pie de una pendiente moderada (5-10% de inclinación). Acelerá progresivamente hasta alcanzar máxima velocidad durante 10-30 metros. Caminá de vuelta para recuperar. Mantené el torso inclinado hacia adelante, brazos activos y zancada potente.","true"
