"exerciseId","exerciseName","type","equipment","muscleGroup","athlete","prompt","imageFile"
"cmt33at84009vypj1482n2dxd","Movilidad para deadlift","TECHNIQUE","Peso corporal","Full body","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Movilidad para deadlift"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, technical movement practice, light resistance or appropriate training aid, slow controlled execution, instructional form, show a clear hip hinge with neutral spine and hips moving backward, targeting full body muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33at84009vypj1482n2dxd.png"
"cmt33atj1009zypj1l7z0j9m2","Press con mancuerna","TECHNIQUE","Mancuernas","Hombros","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Press con mancuerna"" exactly as a real fitness coach would demonstrate it, holding dumbbells with a secure neutral grip, technical movement practice, light resistance or appropriate training aid, slow controlled execution, instructional form, show the pushing pattern clearly with controlled shoulder and elbow alignment, targeting hombros muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33atj1009zypj1l7z0j9m2.png"
"cmt33attu00a3ypj1uwpircdn","Calentamiento general de 5 minutos","WARMUP","Peso corporal","Full body","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Calentamiento general de 5 minutos"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, light dynamic warm-up movement, gradual range of motion, relaxed athletic rhythm, preparing the body for exercise, show the complete exercise movement and the relevant body position clearly, targeting full body muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33attu00a3ypj1uwpircdn.png"
"cmt33au4p00a7ypj1ytr3rv74","Calentamiento de marcha en el lugar","WARMUP","Peso corporal","Full body","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Calentamiento de marcha en el lugar"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, light dynamic warm-up movement, gradual range of motion, relaxed athletic rhythm, preparing the body for exercise, show the complete exercise movement and the relevant body position clearly, targeting full body muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33au4p00a7ypj1ytr3rv74.png"
"cmt33auf700abypj14mr8vyey","Apertura de tobillos","WARMUP","Peso corporal","Tobillos","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Apertura de tobillos"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, light dynamic warm-up movement, gradual range of motion, relaxed athletic rhythm, preparing the body for exercise, show the complete exercise movement and the relevant body position clearly, targeting tobillos muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33auf700abypj14mr8vyey.png"
"cmt33aupp00afypj11164qg2a","Activación de pantorrilla","WARMUP","Peso corporal","Pantorrilla","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Activación de pantorrilla"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, light dynamic warm-up movement, gradual range of motion, relaxed athletic rhythm, preparing the body for exercise, show the complete exercise movement and the relevant body position clearly, targeting pantorrilla muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33aupp00afypj11164qg2a.png"
"cmt33av0b00ajypj1h9twm0zu","Calentamiento de high knees lateral","WARMUP","Peso corporal","Piernas","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Calentamiento de high knees lateral"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, light dynamic warm-up movement, gradual range of motion, relaxed athletic rhythm, preparing the body for exercise, show the complete exercise movement and the relevant body position clearly, targeting piernas muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33av0b00ajypj1h9twm0zu.png"
"cmt33avao00anypj19u60g4lu","Cardio moderado de 3 minutos","WARMUP","Peso corporal","Full body","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Cardio moderado de 3 minutos"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, light dynamic warm-up movement, gradual range of motion, relaxed athletic rhythm, preparing the body for exercise, show the complete exercise movement and the relevant body position clearly, targeting full body muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33avao00anypj19u60g4lu.png"
"cmt33avl100arypj1qyowa4p8","Circulación de brazos","WARMUP","Peso corporal","Hombros","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Circulación de brazos"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, light dynamic warm-up movement, gradual range of motion, relaxed athletic rhythm, preparing the body for exercise, show the complete exercise movement and the relevant body position clearly, targeting hombros muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33avl100arypj1qyowa4p8.png"
"cmt33avya00avypj1262y7pyy","Dinámico estiramiento de cadera","WARMUP","Peso corporal","Cadera","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Dinámico estiramiento de cadera"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, light dynamic warm-up movement, gradual range of motion, relaxed athletic rhythm, preparing the body for exercise, show the complete exercise movement and the relevant body position clearly, targeting cadera muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33avya00avypj1262y7pyy.png"
"cmt33awdr00azypj1l006wxo2","Calentamiento de skipping bajo","WARMUP","Peso corporal","Piernas","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Calentamiento de skipping bajo"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, light dynamic warm-up movement, gradual range of motion, relaxed athletic rhythm, preparing the body for exercise, show the complete exercise movement and the relevant body position clearly, targeting piernas muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33awdr00azypj1l006wxo2.png"
"cmt33awo700b3ypj1pssnnloz","Activación de abductores","WARMUP","Banda","Cadera","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Activación de abductores"" exactly as a real fitness coach would demonstrate it, using a resistance band under visible controlled tension, light dynamic warm-up movement, gradual range of motion, relaxed athletic rhythm, preparing the body for exercise, show the complete exercise movement and the relevant body position clearly, targeting cadera muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33awo700b3ypj1pssnnloz.png"
"cmt33awyl00b7ypj13vh6c87y","Masaje automasaje de espalda","COOLDOWN","Pelota","Espalda","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Masaje automasaje de espalda"" exactly as a real fitness coach would demonstrate it, using a small therapy or massage ball positioned on the intended area, gentle recovery movement, relaxed posture, slow breathing, low intensity, post-workout recovery, show the complete exercise movement and the relevant body position clearly, targeting espalda muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33awyl00b7ypj13vh6c87y.png"
"cmt33axbc00bbypj1etdyapfo","Postura de recuperación con piernas en pared","COOLDOWN","Peso corporal","Piernas","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Postura de recuperación con piernas en pared"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, gentle recovery movement, relaxed posture, slow breathing, low intensity, post-workout recovery, show the complete exercise movement and the relevant body position clearly, targeting piernas muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33axbc00bbypj1etdyapfo.png"
"cmt33axly00bfypj1obi30rf8","Foam roller de piernas","COOLDOWN","Foam roller","Piernas","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Foam roller de piernas"" exactly as a real fitness coach would demonstrate it, using a foam roller positioned correctly under the intended body area, gentle recovery movement, relaxed posture, slow breathing, low intensity, post-workout recovery, show the complete exercise movement and the relevant body position clearly, targeting piernas muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33axly00bfypj1obi30rf8.png"
"cmt33axwm00bjypj13uew7vbw","Yoga restaurativo completo","COOLDOWN","Peso corporal","Full body","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Yoga restaurativo completo"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, gentle recovery movement, relaxed posture, slow breathing, low intensity, post-workout recovery, show the complete exercise movement and the relevant body position clearly, targeting full body muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33axwm00bjypj13uew7vbw.png"
"cmt33ay7300bnypj1a0nm0h54","Meditación de escaneo corporal","COOLDOWN","Peso corporal","Full body","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Meditación de escaneo corporal"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, gentle recovery movement, relaxed posture, slow breathing, low intensity, post-workout recovery, show the complete exercise movement and the relevant body position clearly, targeting full body muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33ay7300bnypj1a0nm0h54.png"
"cmt33ayhq00brypj1nzb22dd7","Caminata lenta de recuperación","COOLDOWN","Peso corporal","Full body","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Caminata lenta de recuperación"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, gentle recovery movement, relaxed posture, slow breathing, low intensity, post-workout recovery, show the complete exercise movement and the relevant body position clearly, targeting full body muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33ayhq00brypj1nzb22dd7.png"
"cmt33aysb00bvypj1oiul9jf4","Relajación de mandíbula","COOLDOWN","Peso corporal","Cuello","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Relajación de mandíbula"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, gentle recovery movement, relaxed posture, slow breathing, low intensity, post-workout recovery, show the complete exercise movement and the relevant body position clearly, targeting cuello muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33aysb00bvypj1oiul9jf4.png"
"cmt33az2q00bzypj15xegi6qr","Trabajo de respiración diafragmática","OTHER","Peso corporal","Core","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Trabajo de respiración diafragmática"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled fitness movement, precise posture, natural athletic execution, show the complete exercise movement and the relevant body position clearly, targeting core muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33az2q00bzypj15xegi6qr.png"
"cmt33aze900c3ypj10x3ossu0","Mindfulness de enfoque","OTHER","Peso corporal","Full body","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Mindfulness de enfoque"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled fitness movement, precise posture, natural athletic execution, show the complete exercise movement and the relevant body position clearly, targeting full body muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33aze900c3ypj10x3ossu0.png"
"cmt33azoi00c7ypj13t668z5s","Masaje automasaje de fascia","OTHER","Foam roller","Full body","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Masaje automasaje de fascia"" exactly as a real fitness coach would demonstrate it, using a foam roller positioned correctly under the intended body area, controlled fitness movement, precise posture, natural athletic execution, show the complete exercise movement and the relevant body position clearly, targeting full body muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33azoi00c7ypj13t668z5s.png"
"cmt33azyq00cbypj1qlhurqm9","Conciencia de core","OTHER","Peso corporal","Core","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Conciencia de core"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled fitness movement, precise posture, natural athletic execution, make the torso and pelvis position clearly visible, with controlled core engagement, targeting core muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33azyq00cbypj1qlhurqm9.png"
"cmt33b09500cfypj1d189w5by","Estabilización de tobillo","OTHER","Peso corporal","Tobillos","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Estabilización de tobillo"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled fitness movement, precise posture, natural athletic execution, show the complete exercise movement and the relevant body position clearly, targeting tobillos muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33b09500cfypj1d189w5by.png"
"cmt33b0kb00cjypj1uolqxtqt","Estabilización de hombro","OTHER","Peso corporal","Hombros","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Estabilización de hombro"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled fitness movement, precise posture, natural athletic execution, show the complete exercise movement and the relevant body position clearly, targeting hombros muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmt33b0kb00cjypj1uolqxtqt.png"
"cmtjc6kwf00023isom4mn2azq","Estiramiento de Tibial sentado","STRETCHING","Peso corporal","Tibial anterior","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Estiramiento de Tibial sentado"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, static or dynamic stretching position, relaxed breathing, elongated muscles, calm controlled posture, show the lower-body movement clearly with knees tracking naturally over the feet and spine neutral, show the target muscle group clearly and maintain a safe controlled stretch position, targeting tibial anterior muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, enough space around the athlete to show the complete range of motion, clean fitness studio with open floor space and exercise mat when appropriate, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6kwf00023isom4mn2azq.png"
"cmtjc6l7800063iso2adnskkm","Estiramiento de Tríceps tras nuca","STRETCHING","Peso corporal","Tríceps","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Estiramiento de Tríceps tras nuca"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, static or dynamic stretching position, relaxed breathing, elongated muscles, calm controlled posture, show the target muscle group clearly and maintain a safe controlled stretch position, targeting tríceps muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, enough space around the athlete to show the complete range of motion, clean fitness studio with open floor space and exercise mat when appropriate, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6l7800063iso2adnskkm.png"
"cmtjc6lhp000a3isovv83ptqc","Rotación de Cuello","STRETCHING","Peso corporal","Cuello","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Rotación de Cuello"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, static or dynamic stretching position, relaxed breathing, elongated muscles, calm controlled posture, show the target muscle group clearly and maintain a safe controlled stretch position, targeting cuello muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean fitness studio with open floor space and exercise mat when appropriate, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6lhp000a3isovv83ptqc.png"
"cmtjc6lso000e3isonj3wrtt2","Estiramiento de Glúteos sentado","STRETCHING","Peso corporal","Glúteos","Atleta Femenino 25s","Athletic woman in her mid 20s, dark hair in a high ponytail, wearing navy blue high-waisted leggings and white sports bra, toned physique, latina, performing the exercise ""Estiramiento de Glúteos sentado"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, static or dynamic stretching position, relaxed breathing, elongated muscles, calm controlled posture, show the lower-body movement clearly with knees tracking naturally over the feet and spine neutral, show the target muscle group clearly and maintain a safe controlled stretch position, targeting glúteos muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, enough space around the athlete to show the complete range of motion, clean fitness studio with open floor space and exercise mat when appropriate, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6lso000e3isonj3wrtt2.png"
